return_id,return_date,client_id,material_id,quantity_returned,reason,supplier_id_traced,model_probability,top3,source,supplier_attributed,confidence,model_agrees
RET-0275,2022-10-01,Client-041,ERW Pipes,2.96,Edge damage,VS16,0.19986706939887727,"[{""supplier_id"": ""VS12"", ""p"": 0.1999}, {""supplier_id"": ""VS19"", ""p"": 0.1923}, {""supplier_id"": ""VS03"", ""p"": 0.151}]",recorded,VS16,1.0,0.0
RET-0276,2022-09-07,Client-033,GI Pipes,2.39,Wrong dimensions,VS19,0.20641385115487085,"[{""supplier_id"": ""VS19"", ""p"": 0.2064}, {""supplier_id"": ""VS03"", ""p"": 0.1838}, {""supplier_id"": ""VS12"", ""p"": 0.1797}]",recorded,VS19,1.0,1.0
RET-0277,2023-08-16,Client-043,Square/Rect Tubes,3.66,Bend/warp,VS12,0.20624675271629236,"[{""supplier_id"": ""VS12"", ""p"": 0.2062}, {""supplier_id"": ""VS19"", ""p"": 0.1876}, {""supplier_id"": ""VS03"", ""p"": 0.1811}]",recorded,VS12,1.0,1.0
RET-0278,2021-06-10,Client-058,GI Pipes,4.15,Wrong dimensions,VS17,0.22970932673372943,"[{""supplier_id"": ""VS19"", ""p"": 0.2297}, {""supplier_id"": ""VS12"", ""p"": 0.1638}, {""supplier_id"": ""VS03"", ""p"": 0.1484}]",recorded,VS17,1.0,0.0
RET-0279,2022-08-21,Client-078,GI Pipes,1.3,Surface rust,VS03,0.20576995461279224,"[{""supplier_id"": ""VS19"", ""p"": 0.2058}, {""supplier_id"": ""VS03"", ""p"": 0.1852}, {""supplier_id"": ""VS12"", ""p"": 0.1794}]",recorded,VS03,1.0,0.0
RET-0280,2023-03-23,Client-021,MS Pipes,4.91,Surface rust,,0.23325411323915188,"[{""supplier_id"": ""VS12"", ""p"": 0.2333}, {""supplier_id"": ""VS19"", ""p"": 0.195}, {""supplier_id"": ""VS03"", ""p"": 0.1104}]",inferred,VS12,0.23325411323915188,
RET-0281,2023-05-28,Client-002,Hex Bars,2.84,Edge damage,VS08,0.2001290459665841,"[{""supplier_id"": ""VS19"", ""p"": 0.2001}, {""supplier_id"": ""VS12"", ""p"": 0.1998}, {""supplier_id"": ""VS03"", ""p"": 0.1446}]",recorded,VS08,1.0,0.0
RET-0282,2023-11-10,Client-060,Structural Steel,1.86,Surface rust,,0.22261461686061548,"[{""supplier_id"": ""VS12"", ""p"": 0.2226}, {""supplier_id"": ""VS19"", ""p"": 0.1858}, {""supplier_id"": ""VS03"", ""p"": 0.1508}]",inferred,VS12,0.22261461686061548,
RET-0283,2022-04-17,Client-057,MS Sheets,4.2,Bend/warp,VS26,0.198604425778824,"[{""supplier_id"": ""VS03"", ""p"": 0.1986}, {""supplier_id"": ""VS19"", ""p"": 0.1787}, {""supplier_id"": ""VS12"", ""p"": 0.1639}]",recorded,VS26,1.0,0.0
RET-0284,2022-10-16,Client-061,MS Rods,3.91,Surface rust,VS06,0.1936854605689291,"[{""supplier_id"": ""VS03"", ""p"": 0.1937}, {""supplier_id"": ""VS12"", ""p"": 0.1809}, {""supplier_id"": ""VS19"", ""p"": 0.1782}]",recorded,VS06,1.0,0.0
RET-0285,2022-02-06,Client-067,GI Wire,2.11,Bend/warp,VS12,0.21133150280088983,"[{""supplier_id"": ""VS12"", ""p"": 0.2113}, {""supplier_id"": ""VS19"", ""p"": 0.2104}, {""supplier_id"": ""VS03"", ""p"": 0.1518}]",recorded,VS12,1.0,1.0
RET-0286,2022-05-09,Client-015,Spring Steel,1.28,Wrong dimensions,,0.21687208388766596,"[{""supplier_id"": ""VS19"", ""p"": 0.2169}, {""supplier_id"": ""VS03"", ""p"": 0.1763}, {""supplier_id"": ""VS12"", ""p"": 0.163}]",inferred,VS19,0.21687208388766596,
RET-0287,2023-05-20,Client-066,Square/Rect Tubes,2.16,Surface rust,VS19,0.19920038100373852,"[{""supplier_id"": ""VS19"", ""p"": 0.1992}, {""supplier_id"": ""VS12"", ""p"": 0.1964}, {""supplier_id"": ""VS03"", ""p"": 0.1743}]",recorded,VS19,1.0,1.0
RET-0288,2023-05-05,Client-072,MS Rods,2.48,Surface rust,VS12,0.19119475230247182,"[{""supplier_id"": ""VS12"", ""p"": 0.1912}, {""supplier_id"": ""VS19"", ""p"": 0.1753}, {""supplier_id"": ""VS03"", ""p"": 0.1717}]",recorded,VS12,1.0,1.0
RET-0289,2022-05-06,Client-032,MS Rods,4.83,Edge damage,,0.21843466344674664,"[{""supplier_id"": ""VS19"", ""p"": 0.2184}, {""supplier_id"": ""VS12"", ""p"": 0.1757}, {""supplier_id"": ""VS03"", ""p"": 0.1725}]",inferred,VS19,0.21843466344674664,
RET-0290,2021-08-30,Client-048,Square/Rect Tubes,0.93,Grade mismatch,VS12,0.20111149673403136,"[{""supplier_id"": ""VS12"", ""p"": 0.2011}, {""supplier_id"": ""VS19"", ""p"": 0.1873}, {""supplier_id"": ""VS03"", ""p"": 0.1846}]",recorded,VS12,1.0,1.0
RET-0291,2021-07-06,Client-032,MS Sheets,4.6,Wrong dimensions,VS16,0.22278892536112663,"[{""supplier_id"": ""VS19"", ""p"": 0.2228}, {""supplier_id"": ""VS03"", ""p"": 0.1982}, {""supplier_id"": ""VS12"", ""p"": 0.1358}]",recorded,VS16,1.0,0.0
RET-0292,2021-03-20,Client-031,MS Sheets,4.31,Weight short,,0.2278277327880331,"[{""supplier_id"": ""VS03"", ""p"": 0.2278}, {""supplier_id"": ""VS19"", ""p"": 0.1924}, {""supplier_id"": ""VS12"", ""p"": 0.1225}]",inferred,VS03,0.2278277327880331,
RET-0293,2023-01-27,Client-076,MS Rods,0.29,Surface rust,VS27,0.1884042627069817,"[{""supplier_id"": ""VS03"", ""p"": 0.1884}, {""supplier_id"": ""VS12"", ""p"": 0.1881}, {""supplier_id"": ""VS19"", ""p"": 0.1794}]",recorded,VS27,1.0,0.0
RET-0294,2022-04-23,Client-017,GI Sheets,4.05,Surface rust,VS12,0.21600754758576668,"[{""supplier_id"": ""VS12"", ""p"": 0.216}, {""supplier_id"": ""VS03"", ""p"": 0.1926}, {""supplier_id"": ""VS19"", ""p"": 0.164}]",recorded,VS12,1.0,1.0
RET-0295,2021-10-09,Client-065,MS Flats,3.48,Edge damage,VS21,0.21179282550429823,"[{""supplier_id"": ""VS19"", ""p"": 0.2118}, {""supplier_id"": ""VS03"", ""p"": 0.2059}, {""supplier_id"": ""VS12"", ""p"": 0.1521}]",recorded,VS21,1.0,0.0
RET-0296,2023-09-04,Client-022,GI Wire,2.45,Edge damage,VS06,0.23051652988517976,"[{""supplier_id"": ""VS12"", ""p"": 0.2305}, {""supplier_id"": ""VS19"", ""p"": 0.1607}, {""supplier_id"": ""VS03"", ""p"": 0.1583}]",recorded,VS06,1.0,0.0
RET-0297,2022-03-11,Client-055,HR Coils,4.7,Grade mismatch,,0.21229708270496678,"[{""supplier_id"": ""VS19"", ""p"": 0.2123}, {""supplier_id"": ""VS12"", ""p"": 0.1722}, {""supplier_id"": ""VS03"", ""p"": 0.1652}]",inferred,VS19,0.21229708270496678,
RET-0298,2021-12-13,Client-032,MS Pipes,4.0,Bend/warp,VS12,0.21904560179266305,"[{""supplier_id"": ""VS03"", ""p"": 0.219}, {""supplier_id"": ""VS19"", ""p"": 0.1669}, {""supplier_id"": ""VS12"", ""p"": 0.1406}]",recorded,VS12,1.0,0.0
RET-0299,2023-03-16,Client-022,SS Pipes,4.43,Edge damage,VS19,0.21872985976749185,"[{""supplier_id"": ""VS12"", ""p"": 0.2187}, {""supplier_id"": ""VS03"", ""p"": 0.1799}, {""supplier_id"": ""VS19"", ""p"": 0.1713}]",recorded,VS19,1.0,0.0
RET-0300,2021-05-19,Client-027,GI Wire,0.48,Weight short,,0.2035980385625319,"[{""supplier_id"": ""VS19"", ""p"": 0.2036}, {""supplier_id"": ""VS03"", ""p"": 0.1803}, {""supplier_id"": ""VS12"", ""p"": 0.1801}]",inferred,VS19,0.2035980385625319,
RET-0301,2023-10-25,Client-047,HR Coils,4.15,Wrong dimensions,,0.20370692088104253,"[{""supplier_id"": ""VS12"", ""p"": 0.2037}, {""supplier_id"": ""VS19"", ""p"": 0.1896}, {""supplier_id"": ""VS03"", ""p"": 0.1771}]",inferred,VS12,0.20370692088104253,
RET-0302,2023-06-26,Client-036,Angles & Channels,2.2,Surface rust,,0.2159856759082713,"[{""supplier_id"": ""VS12"", ""p"": 0.216}, {""supplier_id"": ""VS19"", ""p"": 0.191}, {""supplier_id"": ""VS03"", ""p"": 0.1642}]",inferred,VS12,0.2159856759082713,
RET-0303,2021-06-06,Client-052,HR Coils,2.33,Wrong dimensions,VS18,0.20870034263470105,"[{""supplier_id"": ""VS19"", ""p"": 0.2087}, {""supplier_id"": ""VS03"", ""p"": 0.1745}, {""supplier_id"": ""VS12"", ""p"": 0.1476}]",recorded,VS18,1.0,0.0
RET-0304,2022-10-12,Client-065,GI Pipes,3.13,Edge damage,VS19,0.2052912992714061,"[{""supplier_id"": ""VS19"", ""p"": 0.2053}, {""supplier_id"": ""VS03"", ""p"": 0.1834}, {""supplier_id"": ""VS12"", ""p"": 0.1775}]",recorded,VS19,1.0,1.0
RET-0305,2021-09-22,Client-027,SS Sheets,1.76,Edge damage,,0.2101680307760837,"[{""supplier_id"": ""VS03"", ""p"": 0.2102}, {""supplier_id"": ""VS12"", ""p"": 0.1824}, {""supplier_id"": ""VS19"", ""p"": 0.1699}]",inferred,VS03,0.2101680307760837,
RET-0306,2022-02-03,Client-016,MS Flats,4.16,Grade mismatch,VS28,0.20522143987579952,"[{""supplier_id"": ""VS19"", ""p"": 0.2052}, {""supplier_id"": ""VS12"", ""p"": 0.1928}, {""supplier_id"": ""VS03"", ""p"": 0.1815}]",recorded,VS28,1.0,0.0
RET-0307,2023-06-15,Client-010,MS Pipes,4.19,Wrong dimensions,VS19,0.2123574250026473,"[{""supplier_id"": ""VS12"", ""p"": 0.2124}, {""supplier_id"": ""VS19"", ""p"": 0.1958}, {""supplier_id"": ""VS03"", ""p"": 0.1555}]",recorded,VS19,1.0,0.0
RET-0308,2023-12-04,Client-042,SS Sheets,4.25,Wrong dimensions,VS30,0.22068216059132637,"[{""supplier_id"": ""VS12"", ""p"": 0.2207}, {""supplier_id"": ""VS03"", ""p"": 0.1726}, {""supplier_id"": ""VS19"", ""p"": 0.1687}]",recorded,VS30,1.0,0.0
RET-0309,2022-07-11,Client-079,GI Pipes,0.53,Edge damage,,0.2226804072300891,"[{""supplier_id"": ""VS19"", ""p"": 0.2227}, {""supplier_id"": ""VS03"", ""p"": 0.189}, {""supplier_id"": ""VS12"", ""p"": 0.1518}]",inferred,VS19,0.2226804072300891,
RET-0310,2023-03-08,Client-033,Spring Steel,0.35,Weight short,VS09,0.19645700130865998,"[{""supplier_id"": ""VS19"", ""p"": 0.1965}, {""supplier_id"": ""VS03"", ""p"": 0.1902}, {""supplier_id"": ""VS12"", ""p"": 0.1686}]",recorded,VS09,1.0,0.0
RET-0311,2022-11-07,Client-009,CR Sheets,0.74,Bend/warp,VS12,0.2345767019706268,"[{""supplier_id"": ""VS12"", ""p"": 0.2346}, {""supplier_id"": ""VS03"", ""p"": 0.168}, {""supplier_id"": ""VS19"", ""p"": 0.1242}]",recorded,VS12,1.0,1.0
RET-0312,2023-07-02,Client-044,ERW Pipes,3.88,Bend/warp,,0.1999315475701469,"[{""supplier_id"": ""VS19"", ""p"": 0.1999}, {""supplier_id"": ""VS12"", ""p"": 0.18}, {""supplier_id"": ""VS03"", ""p"": 0.1707}]",inferred,VS19,0.1999315475701469,
RET-0313,2023-07-20,Client-029,Square/Rect Tubes,0.68,Grade mismatch,,0.19012916653118747,"[{""supplier_id"": ""VS12"", ""p"": 0.1901}, {""supplier_id"": ""VS19"", ""p"": 0.1897}, {""supplier_id"": ""VS03"", ""p"": 0.1869}]",inferred,VS12,0.19012916653118747,
RET-0314,2022-10-26,Client-034,HR Coils,4.47,Wrong dimensions,VS17,0.1889691712835919,"[{""supplier_id"": ""VS03"", ""p"": 0.189}, {""supplier_id"": ""VS12"", ""p"": 0.165}, {""supplier_id"": ""VS19"", ""p"": 0.1633}]",recorded,VS17,1.0,0.0
RET-0315,2022-11-18,Client-074,CR Sheets,4.95,Edge damage,VS04,0.2372455215516622,"[{""supplier_id"": ""VS12"", ""p"": 0.2372}, {""supplier_id"": ""VS03"", ""p"": 0.1673}, {""supplier_id"": ""VS19"", ""p"": 0.1198}]",recorded,VS04,1.0,0.0
RET-0316,2021-09-08,Client-060,Angles & Channels,2.84,Wrong dimensions,,0.20829359820422844,"[{""supplier_id"": ""VS03"", ""p"": 0.2083}, {""supplier_id"": ""VS19"", ""p"": 0.1948}, {""supplier_id"": ""VS12"", ""p"": 0.1916}]",inferred,VS03,0.20829359820422844,
RET-0317,2023-01-01,Client-030,GI Sheets,3.82,Edge damage,VS03,0.20512530123607034,"[{""supplier_id"": ""VS19"", ""p"": 0.2051}, {""supplier_id"": ""VS12"", ""p"": 0.2033}, {""supplier_id"": ""VS03"", ""p"": 0.1604}]",recorded,VS03,1.0,0.0
RET-0318,2022-04-04,Client-049,MS Sheets,0.8,Weight short,VS11,0.19746665839163072,"[{""supplier_id"": ""VS03"", ""p"": 0.1975}, {""supplier_id"": ""VS19"", ""p"": 0.1908}, {""supplier_id"": ""VS12"", ""p"": 0.161}]",recorded,VS11,1.0,0.0
RET-0319,2023-02-23,Client-018,Angles & Channels,4.45,Weight short,VS25,0.21272535088956054,"[{""supplier_id"": ""VS12"", ""p"": 0.2127}, {""supplier_id"": ""VS19"", ""p"": 0.1974}, {""supplier_id"": ""VS03"", ""p"": 0.1661}]",recorded,VS25,1.0,0.0
RET-0320,2023-03-02,Client-069,MS Rods,3.49,Wrong dimensions,VS29,0.19518130090376212,"[{""supplier_id"": ""VS19"", ""p"": 0.1952}, {""supplier_id"": ""VS12"", ""p"": 0.1877}, {""supplier_id"": ""VS03"", ""p"": 0.1805}]",recorded,VS29,1.0,0.0
RET-0321,2022-09-15,Client-044,GI Sheets,0.49,Grade mismatch,VS19,0.19349638992626828,"[{""supplier_id"": ""VS12"", ""p"": 0.1935}, {""supplier_id"": ""VS19"", ""p"": 0.1876}, {""supplier_id"": ""VS03"", ""p"": 0.1727}]",recorded,VS19,1.0,0.0
RET-0322,2023-01-24,Client-023,Fasteners & Fittings,3.95,Grade mismatch,VS34,0.20056398200883108,"[{""supplier_id"": ""VS19"", ""p"": 0.2006}, {""supplier_id"": ""VS12"", ""p"": 0.1954}, {""supplier_id"": ""VS03"", ""p"": 0.1806}]",recorded,VS34,1.0,0.0
RET-0323,2021-03-02,Client-065,MS Flats,1.29,Bend/warp,VS19,0.22607862559796935,"[{""supplier_id"": ""VS03"", ""p"": 0.2261}, {""supplier_id"": ""VS12"", ""p"": 0.1648}, {""supplier_id"": ""VS19"", ""p"": 0.1065}]",recorded,VS19,1.0,0.0
RET-0324,2021-02-24,Client-046,SS Pipes,3.19,Grade mismatch,VS28,0.18935400562572663,"[{""supplier_id"": ""VS19"", ""p"": 0.1894}, {""supplier_id"": ""VS03"", ""p"": 0.1886}, {""supplier_id"": ""VS12"", ""p"": 0.1428}]",recorded,VS28,1.0,0.0
RET-0325,2022-09-21,Client-057,MS Rods,3.79,Weight short,VS02,0.18783150625276618,"[{""supplier_id"": ""VS12"", ""p"": 0.1878}, {""supplier_id"": ""VS19"", ""p"": 0.1852}, {""supplier_id"": ""VS03"", ""p"": 0.1726}]",recorded,VS02,1.0,0.0
RET-0326,2021-12-19,Client-059,MS Flats,0.12,Wrong dimensions,VS25,0.2059132355346929,"[{""supplier_id"": ""VS19"", ""p"": 0.2059}, {""supplier_id"": ""VS03"", ""p"": 0.1987}, {""supplier_id"": ""VS12"", ""p"": 0.1643}]",recorded,VS25,1.0,0.0
RET-0327,2023-08-05,Client-057,ERW Pipes,1.85,Bend/warp,VS33,0.2037278421299313,"[{""supplier_id"": ""VS19"", ""p"": 0.2037}, {""supplier_id"": ""VS12"", ""p"": 0.1838}, {""supplier_id"": ""VS03"", ""p"": 0.1543}]",recorded,VS33,1.0,0.0
RET-0328,2021-05-20,Client-004,Spring Steel,2.48,Edge damage,VS09,0.22191104205114137,"[{""supplier_id"": ""VS03"", ""p"": 0.2219}, {""supplier_id"": ""VS19"", ""p"": 0.2066}, {""supplier_id"": ""VS12"", ""p"": 0.1411}]",recorded,VS09,1.0,0.0
RET-0329,2021-05-04,Client-006,CR Sheets,4.44,Weight short,,0.21542715108052707,"[{""supplier_id"": ""VS03"", ""p"": 0.2154}, {""supplier_id"": ""VS19"", ""p"": 0.1958}, {""supplier_id"": ""VS12"", ""p"": 0.1659}]",inferred,VS03,0.21542715108052707,
RET-0330,2021-03-14,Client-061,MS Rods,4.98,Wrong dimensions,VS17,0.19198128862769923,"[{""supplier_id"": ""VS19"", ""p"": 0.192}, {""supplier_id"": ""VS12"", ""p"": 0.1804}, {""supplier_id"": ""VS03"", ""p"": 0.18}]",recorded,VS17,1.0,0.0
RET-0331,2021-04-25,Client-034,Square/Rect Tubes,0.16,Bend/warp,,0.20829001658215734,"[{""supplier_id"": ""VS19"", ""p"": 0.2083}, {""supplier_id"": ""VS03"", ""p"": 0.1934}, {""supplier_id"": ""VS12"", ""p"": 0.1689}]",inferred,VS19,0.20829001658215734,
RET-0332,2021-08-26,Client-079,Structural Steel,3.77,Surface rust,,0.2062837134240374,"[{""supplier_id"": ""VS19"", ""p"": 0.2063}, {""supplier_id"": ""VS03"", ""p"": 0.2057}, {""supplier_id"": ""VS12"", ""p"": 0.1457}]",inferred,VS19,0.2062837134240374,
RET-0333,2022-02-05,Client-062,GI Pipes,4.56,Grade mismatch,VS26,0.20356049856656847,"[{""supplier_id"": ""VS03"", ""p"": 0.2036}, {""supplier_id"": ""VS19"", ""p"": 0.1918}, {""supplier_id"": ""VS12"", ""p"": 0.1481}]",recorded,VS26,1.0,0.0
RET-0334,2021-06-27,Client-016,MS Rods,4.48,Surface rust,VS17,0.19976432390823848,"[{""supplier_id"": ""VS03"", ""p"": 0.1998}, {""supplier_id"": ""VS19"", ""p"": 0.1942}, {""supplier_id"": ""VS12"", ""p"": 0.1708}]",recorded,VS17,1.0,0.0
RET-0335,2023-04-14,Client-061,GI Wire,0.42,Surface rust,VS18,0.21145212321623727,"[{""supplier_id"": ""VS12"", ""p"": 0.2115}, {""supplier_id"": ""VS03"", ""p"": 0.1797}, {""supplier_id"": ""VS19"", ""p"": 0.1778}]",recorded,VS18,1.0,0.0
RET-0336,2022-04-26,Client-053,Angles & Channels,1.9,Edge damage,VS12,0.19776634232770007,"[{""supplier_id"": ""VS12"", ""p"": 0.1978}, {""supplier_id"": ""VS19"", ""p"": 0.1974}, {""supplier_id"": ""VS03"", ""p"": 0.1806}]",recorded,VS12,1.0,1.0
RET-0337,2022-06-22,Client-001,ERW Pipes,3.29,Surface rust,VS13,0.19844567910825303,"[{""supplier_id"": ""VS03"", ""p"": 0.1984}, {""supplier_id"": ""VS12"", ""p"": 0.182}, {""supplier_id"": ""VS19"", ""p"": 0.1749}]",recorded,VS13,1.0,0.0
RET-0338,2021-07-13,Client-042,Hex Bars,0.88,Grade mismatch,VS03,0.21269573827489602,"[{""supplier_id"": ""VS19"", ""p"": 0.2127}, {""supplier_id"": ""VS03"", ""p"": 0.2012}, {""supplier_id"": ""VS12"", ""p"": 0.179}]",recorded,VS03,1.0,0.0
RET-0339,2021-06-01,Client-049,Structural Steel,4.39,Edge damage,VS19,0.20268712621286236,"[{""supplier_id"": ""VS03"", ""p"": 0.2027}, {""supplier_id"": ""VS19"", ""p"": 0.2009}, {""supplier_id"": ""VS12"", ""p"": 0.1325}]",recorded,VS19,1.0,0.0
RET-0340,2022-04-07,Client-037,GI Pipes,0.83,Edge damage,,0.20192690481020376,"[{""supplier_id"": ""VS03"", ""p"": 0.2019}, {""supplier_id"": ""VS19"", ""p"": 0.196}, {""supplier_id"": ""VS12"", ""p"": 0.1456}]",inferred,VS03,0.20192690481020376,
RET-0341,2023-04-25,Client-038,Structural Steel,1.97,Edge damage,,0.20910621479607938,"[{""supplier_id"": ""VS12"", ""p"": 0.2091}, {""supplier_id"": ""VS19"", ""p"": 0.1939}, {""supplier_id"": ""VS03"", ""p"": 0.1755}]",inferred,VS12,0.20910621479607938,
RET-0342,2022-08-29,Client-006,Structural Steel,3.97,Surface rust,VS12,0.19755033224181084,"[{""supplier_id"": ""VS12"", ""p"": 0.1976}, {""supplier_id"": ""VS19"", ""p"": 0.1698}, {""supplier_id"": ""VS03"", ""p"": 0.1603}]",recorded,VS12,1.0,1.0
RET-0343,2022-05-31,Client-068,Structural Steel,4.44,Wrong dimensions,,0.20167636691033067,"[{""supplier_id"": ""VS19"", ""p"": 0.2017}, {""supplier_id"": ""VS03"", ""p"": 0.1988}, {""supplier_id"": ""VS12"", ""p"": 0.1718}]",inferred,VS19,0.20167636691033067,
RET-0344,2021-10-08,Client-058,Spring Steel,0.89,Grade mismatch,,0.20141025042122765,"[{""supplier_id"": ""VS19"", ""p"": 0.2014}, {""supplier_id"": ""VS03"", ""p"": 0.1959}, {""supplier_id"": ""VS12"", ""p"": 0.1955}]",inferred,VS19,0.20141025042122765,
RET-0345,2022-07-11,Client-013,Structural Steel,3.31,Bend/warp,,0.19460722749104079,"[{""supplier_id"": ""VS12"", ""p"": 0.1946}, {""supplier_id"": ""VS19"", ""p"": 0.1904}, {""supplier_id"": ""VS03"", ""p"": 0.1672}]",inferred,VS12,0.19460722749104079,
RET-0346,2023-01-07,Client-054,MS Rods,3.73,Grade mismatch,VS19,0.18989027458384705,"[{""supplier_id"": ""VS12"", ""p"": 0.1899}, {""supplier_id"": ""VS03"", ""p"": 0.1891}, {""supplier_id"": ""VS19"", ""p"": 0.184}]",recorded,VS19,1.0,0.0
RET-0347,2023-08-19,Client-028,Angles & Channels,4.05,Wrong dimensions,VS03,0.2231118900286638,"[{""supplier_id"": ""VS12"", ""p"": 0.2231}, {""supplier_id"": ""VS19"", ""p"": 0.1984}, {""supplier_id"": ""VS03"", ""p"": 0.1344}]",recorded,VS03,1.0,0.0
RET-0348,2023-09-02,Client-062,MS Flats,4.67,Surface rust,VS18,0.22430368809519202,"[{""supplier_id"": ""VS12"", ""p"": 0.2243}, {""supplier_id"": ""VS19"", ""p"": 0.1972}, {""supplier_id"": ""VS03"", ""p"": 0.1362}]",recorded,VS18,1.0,0.0
RET-0349,2021-03-14,Client-067,GI Sheets,1.48,Edge damage,VS31,0.20075287631253158,"[{""supplier_id"": ""VS03"", ""p"": 0.2008}, {""supplier_id"": ""VS19"", ""p"": 0.1925}, {""supplier_id"": ""VS12"", ""p"": 0.1778}]",recorded,VS31,1.0,0.0
RET-0350,2022-11-06,Client-068,MS Sheets,0.12,Weight short,VS03,0.21107645424765464,"[{""supplier_id"": ""VS12"", ""p"": 0.2111}, {""supplier_id"": ""VS19"", ""p"": 0.1849}, {""supplier_id"": ""VS03"", ""p"": 0.1513}]",recorded,VS03,1.0,0.0
RET-0351,2022-03-03,Client-033,CR Sheets,3.1,Grade mismatch,,0.2198271783161849,"[{""supplier_id"": ""VS12"", ""p"": 0.2198}, {""supplier_id"": ""VS03"", ""p"": 0.1968}, {""supplier_id"": ""VS19"", ""p"": 0.1389}]",inferred,VS12,0.2198271783161849,
RET-0352,2023-09-06,Client-050,GI Pipes,4.77,Bend/warp,,0.22118829917191557,"[{""supplier_id"": ""VS12"", ""p"": 0.2212}, {""supplier_id"": ""VS03"", ""p"": 0.1769}, {""supplier_id"": ""VS19"", ""p"": 0.1711}]",inferred,VS12,0.22118829917191557,
RET-0353,2022-07-21,Client-078,Fasteners & Fittings,2.23,Weight short,VS19,0.21378016855447354,"[{""supplier_id"": ""VS19"", ""p"": 0.2138}, {""supplier_id"": ""VS12"", ""p"": 0.2074}, {""supplier_id"": ""VS03"", ""p"": 0.1704}]",recorded,VS19,1.0,1.0
RET-0354,2021-08-02,Client-043,GI Wire,0.5,Bend/warp,VS03,0.21627666169134235,"[{""supplier_id"": ""VS19"", ""p"": 0.2163}, {""supplier_id"": ""VS12"", ""p"": 0.1846}, {""supplier_id"": ""VS03"", ""p"": 0.1751}]",recorded,VS03,1.0,0.0
RET-0355,2021-11-15,Client-064,GI Sheets,0.9,Bend/warp,VS12,0.207728009503437,"[{""supplier_id"": ""VS03"", ""p"": 0.2077}, {""supplier_id"": ""VS19"", ""p"": 0.1898}, {""supplier_id"": ""VS12"", ""p"": 0.1879}]",recorded,VS12,1.0,0.0
RET-0356,2022-01-24,Client-003,MS Rods,2.77,Surface rust,VS16,0.20297355715779028,"[{""supplier_id"": ""VS19"", ""p"": 0.203}, {""supplier_id"": ""VS12"", ""p"": 0.198}, {""supplier_id"": ""VS03"", ""p"": 0.1781}]",recorded,VS16,1.0,0.0
RET-0357,2022-07-13,Client-068,Spring Steel,4.46,Grade mismatch,VS01,0.21716656069682536,"[{""supplier_id"": ""VS19"", ""p"": 0.2172}, {""supplier_id"": ""VS03"", ""p"": 0.1859}, {""supplier_id"": ""VS12"", ""p"": 0.1704}]",recorded,VS01,1.0,0.0
RET-0358,2021-07-11,Client-064,ERW Pipes,0.2,Weight short,VS12,0.2122992335101234,"[{""supplier_id"": ""VS19"", ""p"": 0.2123}, {""supplier_id"": ""VS03"", ""p"": 0.1881}, {""supplier_id"": ""VS12"", ""p"": 0.178}]",recorded,VS12,1.0,0.0
RET-0359,2022-05-20,Client-059,GI Pipes,4.62,Wrong dimensions,,0.22025415455191674,"[{""supplier_id"": ""VS19"", ""p"": 0.2203}, {""supplier_id"": ""VS03"", ""p"": 0.1911}, {""supplier_id"": ""VS12"", ""p"": 0.1487}]",inferred,VS19,0.22025415455191674,
RET-0360,2021-10-31,Client-066,Fasteners & Fittings,0.62,Grade mismatch,VS12,0.2131926892734594,"[{""supplier_id"": ""VS03"", ""p"": 0.2132}, {""supplier_id"": ""VS12"", ""p"": 0.1961}, {""supplier_id"": ""VS19"", ""p"": 0.1783}]",recorded,VS12,1.0,0.0
RET-0361,2021-08-13,Client-029,Fasteners & Fittings,4.57,Wrong dimensions,,0.2082049444792652,"[{""supplier_id"": ""VS03"", ""p"": 0.2082}, {""supplier_id"": ""VS19"", ""p"": 0.1842}, {""supplier_id"": ""VS12"", ""p"": 0.1813}]",inferred,VS03,0.2082049444792652,
RET-0362,2021-12-08,Client-057,GI Wire,0.66,Surface rust,VS19,0.20575463729410287,"[{""supplier_id"": ""VS12"", ""p"": 0.2058}, {""supplier_id"": ""VS03"", ""p"": 0.1834}, {""supplier_id"": ""VS19"", ""p"": 0.1819}]",recorded,VS19,1.0,0.0
RET-0363,2021-02-13,Client-055,MS Rods,1.44,Edge damage,VS34,0.1961075167490324,"[{""supplier_id"": ""VS19"", ""p"": 0.1961}, {""supplier_id"": ""VS12"", ""p"": 0.1498}, {""supplier_id"": ""VS03"", ""p"": 0.147}]",recorded,VS34,1.0,0.0
RET-0364,2021-08-25,Client-044,SS Sheets,4.39,Weight short,VS03,0.21263331811778902,"[{""supplier_id"": ""VS03"", ""p"": 0.2126}, {""supplier_id"": ""VS12"", ""p"": 0.184}, {""supplier_id"": ""VS19"", ""p"": 0.1636}]",recorded,VS03,1.0,1.0
RET-0365,2022-12-19,Client-023,GI Sheets,1.78,Weight short,VS19,0.20604975830679192,"[{""supplier_id"": ""VS12"", ""p"": 0.206}, {""supplier_id"": ""VS19"", ""p"": 0.2018}, {""supplier_id"": ""VS03"", ""p"": 0.1614}]",recorded,VS19,1.0,0.0
