po_id,po_date,supplier_id,material_id,quantity_ordered,unit,unit_price_quoted,delivery_promised_date,payment_terms_days
PO-2023-3820,2021-01-13,VS06,MS Sheets,1.54,MT,100978.4,2021-01-28,30
PO-2023-3821,2021-10-20,VS20,MS Sheets,33.22,MT,73045.12,2021-10-29,21
PO-2023-3822,2021-02-08,VS06,Square/Rect Tubes,47.88,MT,79389.7,2021-02-14,30
PO-2023-3823,2021-01-19,VS12,Spring Steel,45.56,MT,91250.34,2021-01-28,15
PO-2023-3824,2021-05-01,VS16,MS Rods,32.8,MT,78664.45,2021-05-06,15
PO-2023-3825,2022-08-25,VS16,MS Rods,16.59,MT,108334.62,2022-09-08,15
PO-2023-3826,2022-09-24,VS03,Angles & Channels,18.39,MT,101275.29,2022-10-03,21
PO-2023-3827,2022-06-08,VS33,SS Pipes,35.3,MT,106136.44,2022-06-23,45
PO-2023-3828,2023-01-23,VS18,MS Pipes,48.57,MT,110527.8,2023-02-06,30
PO-2023-3829,2022-07-12,VS33,Spring Steel,8.2,MT,71420.86,2022-07-26,45
PO-2023-3830,2023-07-15,VS32,HR Coils,26.37,MT,65733.39,2023-07-29,45
PO-2023-3831,2023-03-31,VS27,Square/Rect Tubes,49.95,MT,117054.77,2023-04-06,21
PO-2023-3832,2023-05-27,VS03,MS Rods,20.76,MT,82960.23,2023-06-11,21
PO-2023-3833,2023-12-20,VS27,SS Sheets,29.68,MT,54701.08,2024-01-01,21
PO-2023-3834,2022-09-28,VS32,MS Sheets,7.61,MT,48787.33,2022-10-05,45
PO-2023-3835,2022-01-16,VS34,MS Rods,10.04,MT,117093.45,2022-01-28,21
PO-2023-3836,2021-09-21,VS01,MS Rods,21.43,MT,50450.36,2021-10-01,15
PO-2023-3837,2023-04-16,VS12,GI Sheets,44.73,MT,76202.52,2023-04-28,15
PO-2023-3838,2021-11-13,VS16,GI Sheets,16.71,MT,86463.45,2021-11-23,15
PO-2023-3839,2023-03-30,VS33,Fasteners & Fittings,35.8,MT,78820.49,2023-04-04,45
PO-2023-3840,2023-02-02,VS28,MS Pipes,15.75,MT,63529.43,2023-02-13,15
PO-2023-3841,2021-12-20,VS04,Hex Bars,47.43,MT,105560.96,2022-01-01,21
PO-2023-3842,2022-05-21,VS07,MS Flats,10.81,MT,84591.01,2022-05-27,15
PO-2023-3843,2021-06-23,VS10,Square/Rect Tubes,20.72,MT,47199.82,2021-06-27,30
PO-2023-3844,2022-08-17,VS20,GI Pipes,32.97,MT,94366.83,2022-08-27,21
PO-2023-3845,2023-03-28,VS10,SS Pipes,47.87,MT,67871.98,2023-04-10,30
PO-2023-3846,2022-04-10,VS03,SS Sheets,36.82,MT,90793.79,2022-04-16,21
PO-2023-3847,2022-09-08,VS08,MS Pipes,11.0,MT,105864.55,2022-09-18,21
PO-2023-3848,2022-10-21,VS10,Spring Steel,24.03,MT,47487.9,2022-11-02,30
PO-2023-3849,2023-06-10,VS21,MS Rods,15.56,MT,100671.21,2023-06-23,15
PO-2023-3850,2021-10-05,VS19,MS Pipes,17.15,MT,122430.44,2021-10-18,30
PO-2023-3851,2021-11-06,VS04,Hex Bars,9.95,MT,70262.52,2021-11-12,21
PO-2023-3852,2021-03-05,VS32,GI Wire,21.98,MT,115680.71,2021-03-09,45
PO-2023-3853,2022-06-19,VS26,Square/Rect Tubes,45.85,MT,87628.88,2022-07-04,21
PO-2023-3854,2021-03-11,VS24,MS Rods,27.16,MT,110951.01,2021-03-15,45
PO-2023-3855,2023-08-29,VS24,HR Coils,31.77,MT,45208.36,2023-09-10,45
PO-2023-3856,2023-04-17,VS27,ERW Pipes,46.89,MT,77296.01,2023-04-25,21
PO-2023-3857,2023-09-11,VS10,SS Sheets,42.63,MT,45504.57,2023-09-17,30
PO-2023-3858,2022-09-22,VS32,CR Sheets,6.91,MT,57252.51,2022-09-28,45
PO-2023-3859,2021-05-29,VS13,Structural Steel,33.36,MT,68681.14,2021-06-07,30
PO-2023-3860,2021-07-18,VS01,GI Pipes,25.31,MT,82190.11,2021-07-31,15
PO-2023-3861,2021-12-14,VS05,Structural Steel,49.54,MT,71220.89,2021-12-20,15
PO-2023-3862,2023-05-09,VS06,MS Sheets,48.33,MT,55995.96,2023-05-17,30
PO-2023-3863,2021-05-26,VS13,Hex Bars,24.73,MT,60747.54,2021-05-29,30
PO-2023-3864,2022-01-24,VS20,MS Sheets,40.71,MT,108883.81,2022-01-31,21
PO-2023-3865,2022-07-18,VS29,SS Sheets,27.95,MT,45006.41,2022-07-25,30
PO-2023-3866,2023-10-08,VS28,MS Pipes,22.75,MT,116907.67,2023-10-17,15
PO-2023-3867,2021-09-21,VS15,MS Flats,49.34,MT,114225.37,2021-09-24,45
PO-2023-3868,2023-08-22,VS27,MS Flats,4.73,MT,101779.17,2023-08-26,21
PO-2023-3869,2023-08-24,VS03,Spring Steel,42.81,MT,122849.08,2023-08-28,21
PO-2023-3870,2023-09-17,VS16,MS Sheets,43.33,MT,89481.71,2023-09-21,15
PO-2023-3871,2022-07-03,VS23,MS Rods,10.44,MT,64184.49,2022-07-15,45
PO-2023-3872,2021-05-31,VS23,Hex Bars,1.07,MT,70973.75,2021-06-14,45
PO-2023-3873,2021-06-11,VS07,MS Flats,44.86,MT,78891.88,2021-06-18,15
PO-2023-3874,2023-03-15,VS24,HR Coils,30.51,MT,53772.99,2023-03-24,45
PO-2023-3875,2021-04-07,VS32,Structural Steel,1.13,MT,66379.23,2021-04-19,45
PO-2023-3876,2022-05-19,VS01,SS Sheets,16.63,MT,68381.87,2022-05-30,15
PO-2023-3877,2022-07-20,VS02,HR Coils,30.61,MT,104134.66,2022-07-31,21
PO-2023-3878,2021-11-03,VS12,SS Pipes,40.41,MT,48682.42,2021-11-09,15
PO-2023-3879,2023-02-23,VS26,MS Sheets,38.59,MT,100381.17,2023-02-26,21
PO-2023-3880,2022-05-04,VS33,Angles & Channels,45.85,MT,85799.11,2022-05-13,45
PO-2023-3881,2022-07-25,VS02,Fasteners & Fittings,27.17,MT,45933.57,2022-08-03,21
PO-2023-3882,2022-10-21,VS11,MS Flats,5.44,MT,112597.16,2022-10-28,30
PO-2023-3883,2023-06-15,VS14,GI Sheets,36.4,MT,70690.93,2023-06-24,30
PO-2023-3884,2021-09-28,VS13,GI Pipes,46.69,MT,90367.61,2021-10-08,30
PO-2023-3885,2022-09-07,VS17,MS Pipes,25.65,MT,83042.16,2022-09-10,45
PO-2023-3886,2023-06-04,VS32,GI Pipes,25.77,MT,117371.59,2023-06-15,45
PO-2023-3887,2023-09-17,VS03,MS Sheets,3.01,MT,99800.91,2023-09-21,21
PO-2023-3888,2021-07-09,VS19,HR Coils,4.86,MT,62375.99,2021-07-14,30
PO-2023-3889,2023-03-10,VS25,ERW Pipes,5.72,MT,85283.54,2023-03-21,30
PO-2023-3890,2022-11-25,VS04,MS Flats,8.99,MT,74950.55,2022-11-30,21
PO-2023-3891,2021-09-02,VS08,MS Rods,2.59,MT,119564.62,2021-09-17,21
PO-2023-3892,2021-11-22,VS10,MS Pipes,16.36,MT,90046.48,2021-12-02,30
PO-2023-3893,2021-01-15,VS31,Structural Steel,47.65,MT,72251.88,2021-01-22,45
PO-2023-3894,2022-08-30,VS31,GI Pipes,43.31,MT,95917.21,2022-09-12,45
PO-2023-3895,2021-10-09,VS13,SS Pipes,22.75,MT,49764.26,2021-10-18,30
PO-2023-3896,2021-05-31,VS22,HR Coils,29.25,MT,76591.84,2021-06-15,21
PO-2023-3897,2023-09-23,VS25,GI Wire,7.48,MT,75558.39,2023-09-29,30
PO-2023-3898,2022-11-01,VS25,MS Pipes,18.8,MT,118216.73,2022-11-06,30
PO-2023-3899,2023-02-27,VS05,Spring Steel,15.76,MT,54730.49,2023-03-09,15
PO-2023-3900,2023-07-08,VS01,GI Sheets,45.44,MT,83770.24,2023-07-11,15
PO-2023-3901,2022-11-09,VS04,MS Rods,12.59,MT,74717.0,2022-11-15,21
PO-2023-3902,2023-06-08,VS01,Angles & Channels,3.16,MT,99820.05,2023-06-21,15
PO-2023-3903,2021-06-29,VS28,CR Sheets,42.03,MT,91788.32,2021-07-11,15
PO-2023-3904,2021-09-05,VS01,GI Sheets,29.75,MT,89427.39,2021-09-10,15
PO-2023-3905,2021-05-01,VS16,MS Pipes,8.01,MT,55144.17,2021-05-13,15
PO-2023-3906,2022-06-22,VS22,MS Sheets,34.74,MT,102554.44,2022-07-02,21
PO-2023-3907,2023-01-30,VS30,Angles & Channels,12.33,MT,53408.54,2023-02-12,45
PO-2023-3908,2022-01-18,VS26,GI Pipes,3.43,MT,98745.59,2022-01-27,21
PO-2023-3909,2021-03-30,VS09,Fasteners & Fittings,18.09,MT,106104.57,2021-04-09,30
PO-2023-3910,2022-08-28,VS21,CR Sheets,40.75,MT,118611.18,2022-09-09,15
PO-2023-3911,2021-10-08,VS03,MS Flats,15.01,MT,90233.27,2021-10-20,21
PO-2023-3912,2022-07-31,VS19,MS Flats,12.03,MT,53863.91,2022-08-11,30
PO-2023-3913,2021-02-03,VS08,Spring Steel,30.17,MT,71089.56,2021-02-11,21
PO-2023-3914,2023-12-21,VS14,SS Sheets,44.43,MT,108395.12,2024-01-05,30
PO-2023-3915,2022-11-08,VS26,MS Rods,8.69,MT,57590.55,2022-11-23,21
PO-2023-3916,2023-01-30,VS10,ERW Pipes,25.17,MT,82128.12,2023-02-07,30
PO-2023-3917,2023-04-15,VS25,MS Pipes,12.5,MT,105871.32,2023-04-19,30
PO-2023-3918,2023-05-11,VS09,SS Sheets,27.55,MT,47286.25,2023-05-14,30
PO-2023-3919,2022-08-30,VS29,Square/Rect Tubes,38.13,MT,112634.82,2022-09-08,30
PO-2023-3920,2021-02-02,VS09,GI Sheets,18.31,MT,119572.89,2021-02-10,30
PO-2023-3921,2023-10-30,VS24,MS Pipes,4.48,MT,116616.96,2023-11-12,45
PO-2023-3922,2021-01-09,VS05,Fasteners & Fittings,12.29,MT,99437.68,2021-01-13,15
PO-2023-3923,2023-05-17,VS32,ERW Pipes,16.49,MT,49047.64,2023-05-28,45
PO-2023-3924,2023-06-21,VS04,Angles & Channels,7.32,MT,64174.5,2023-06-25,21
PO-2023-3925,2022-03-05,VS16,MS Flats,16.07,MT,87537.57,2022-03-08,15
PO-2023-3926,2023-02-08,VS17,Angles & Channels,11.48,MT,96000.71,2023-02-16,45
PO-2023-3927,2023-08-16,VS04,MS Flats,36.41,MT,54233.12,2023-08-30,21
PO-2023-3928,2021-06-13,VS34,Spring Steel,20.5,MT,117331.79,2021-06-20,21
PO-2023-3929,2023-04-09,VS14,GI Wire,17.17,MT,111388.1,2023-04-20,30
PO-2023-3930,2022-04-27,VS13,MS Flats,35.96,MT,82117.21,2022-05-10,30
PO-2023-3931,2023-08-01,VS26,Spring Steel,47.79,MT,73069.15,2023-08-11,21
PO-2023-3932,2021-04-11,VS12,HR Coils,49.7,MT,100937.07,2021-04-21,15
PO-2023-3933,2021-07-01,VS17,HR Coils,42.92,MT,105428.3,2021-07-05,45
PO-2023-3934,2022-01-16,VS11,MS Pipes,30.57,MT,77436.5,2022-01-22,30
PO-2023-3935,2022-03-21,VS13,Square/Rect Tubes,34.82,MT,90277.83,2022-03-31,30
PO-2023-3936,2022-03-12,VS09,GI Sheets,28.71,MT,109545.82,2022-03-19,30
PO-2023-3937,2022-06-15,VS03,MS Sheets,43.56,MT,118681.63,2022-06-23,21
PO-2023-3938,2022-05-07,VS11,MS Rods,46.8,MT,112182.71,2022-05-17,30
PO-2023-3939,2023-02-10,VS12,CR Sheets,9.1,MT,83725.03,2023-02-16,15
PO-2023-3940,2021-11-23,VS15,Spring Steel,43.51,MT,93877.92,2021-11-26,45
PO-2023-3941,2021-10-07,VS16,MS Sheets,2.06,MT,52044.05,2021-10-21,15
PO-2023-3942,2021-01-01,VS05,GI Wire,31.23,MT,62096.49,2021-01-16,15
PO-2023-3943,2021-12-25,VS34,CR Sheets,15.37,MT,60931.34,2022-01-01,21
PO-2023-3944,2023-10-11,VS05,Hex Bars,8.32,MT,90608.09,2023-10-26,15
PO-2023-3945,2023-09-17,VS22,MS Flats,43.24,MT,69619.18,2023-09-24,21
PO-2023-3946,2022-12-02,VS09,MS Rods,3.82,MT,114448.57,2022-12-10,30
PO-2023-3947,2023-06-13,VS05,GI Sheets,28.0,MT,61585.29,2023-06-16,15
PO-2023-3948,2021-01-08,VS26,SS Sheets,49.25,MT,61008.31,2021-01-13,21
PO-2023-3949,2022-01-13,VS28,Square/Rect Tubes,45.77,MT,81957.24,2022-01-23,15
PO-2023-3950,2023-08-15,VS14,GI Sheets,47.02,MT,76062.56,2023-08-29,30
PO-2023-3951,2023-11-03,VS03,MS Rods,20.69,MT,70101.54,2023-11-13,21
PO-2023-3952,2021-02-27,VS29,MS Pipes,11.16,MT,72112.97,2021-03-05,30
PO-2023-3953,2023-02-15,VS03,MS Flats,31.1,MT,60018.33,2023-02-26,21
PO-2023-3954,2022-09-16,VS09,SS Sheets,5.16,MT,106806.87,2022-09-29,30
PO-2023-3955,2023-08-27,VS20,GI Pipes,7.48,MT,82204.42,2023-08-30,21
PO-2023-3956,2023-06-09,VS31,Angles & Channels,25.81,MT,77102.07,2023-06-18,45
PO-2023-3957,2021-10-10,VS24,MS Pipes,42.25,MT,77227.49,2021-10-15,45
PO-2023-3958,2021-01-29,VS03,HR Coils,35.62,MT,61691.0,2021-02-09,21
PO-2023-3959,2023-01-01,VS26,CR Sheets,47.35,MT,99669.64,2023-01-08,21
PO-2023-3960,2023-07-07,VS18,MS Flats,30.16,MT,93426.67,2023-07-13,30
PO-2023-3961,2021-08-02,VS34,GI Sheets,49.07,MT,97423.71,2021-08-14,21
PO-2023-3962,2023-09-20,VS18,SS Pipes,13.63,MT,113542.11,2023-10-01,30
PO-2023-3963,2023-05-26,VS03,MS Flats,40.88,MT,47908.07,2023-06-02,21
PO-2023-3964,2022-03-02,VS10,GI Wire,38.98,MT,77738.9,2022-03-08,30
PO-2023-3965,2021-09-19,VS09,HR Coils,48.79,MT,64294.49,2021-09-28,30
PO-2023-3966,2021-07-27,VS09,ERW Pipes,8.69,MT,86103.95,2021-08-10,30
PO-2023-3967,2023-12-29,VS05,ERW Pipes,17.15,MT,66623.75,2024-01-06,15
PO-2023-3968,2022-04-12,VS17,MS Pipes,1.2,MT,50492.57,2022-04-25,45
PO-2023-3969,2023-07-12,VS28,MS Sheets,7.74,MT,59483.14,2023-07-24,15
PO-2023-3970,2023-12-24,VS20,Structural Steel,15.71,MT,107003.32,2024-01-06,21
PO-2023-3971,2021-11-27,VS22,MS Rods,36.04,MT,100989.24,2021-12-11,21
PO-2023-3972,2023-10-04,VS05,Hex Bars,38.94,MT,84476.66,2023-10-09,15
PO-2023-3973,2022-02-24,VS29,Hex Bars,32.51,MT,93669.87,2022-02-27,30
PO-2023-3974,2022-11-07,VS19,SS Pipes,20.01,MT,50659.12,2022-11-21,30
PO-2023-3975,2021-06-07,VS13,CR Sheets,29.2,MT,72755.84,2021-06-14,30
PO-2023-3976,2023-08-16,VS18,MS Rods,2.2,MT,95958.61,2023-08-27,30
PO-2023-3977,2023-05-28,VS29,CR Sheets,28.8,MT,104758.48,2023-06-03,30
PO-2023-3978,2022-05-10,VS01,Fasteners & Fittings,8.55,MT,74622.86,2022-05-14,15
PO-2023-3979,2021-04-14,VS04,Square/Rect Tubes,21.44,MT,73814.33,2021-04-19,21
PO-2023-3980,2021-01-16,VS07,GI Wire,16.81,MT,112565.13,2021-01-30,15
PO-2023-3981,2023-07-10,VS33,GI Wire,47.6,MT,69790.8,2023-07-23,45
PO-2023-3982,2023-12-07,VS26,MS Flats,17.06,MT,101898.68,2023-12-17,21
PO-2023-3983,2022-12-23,VS07,MS Sheets,13.48,MT,77321.5,2022-12-26,15
PO-2023-3984,2021-01-15,VS04,MS Rods,26.66,MT,70318.39,2021-01-30,21
PO-2023-3985,2023-04-30,VS34,Square/Rect Tubes,15.27,MT,49311.74,2023-05-04,21
PO-2023-3986,2023-04-30,VS25,Angles & Channels,13.51,MT,52988.35,2023-05-05,30
PO-2023-3987,2022-06-10,VS20,CR Sheets,4.37,MT,83421.91,2022-06-22,21
PO-2023-3988,2023-08-26,VS19,MS Pipes,8.04,MT,112946.35,2023-09-01,30
PO-2023-3989,2022-02-17,VS34,GI Wire,45.7,MT,119858.37,2022-02-20,21
PO-2023-3990,2023-11-16,VS15,MS Flats,41.21,MT,110044.72,2023-11-30,45
PO-2023-3991,2021-05-11,VS29,MS Pipes,47.96,MT,75615.69,2021-05-14,30
PO-2023-3992,2022-09-03,VS18,Square/Rect Tubes,45.9,MT,83452.09,2022-09-12,30
PO-2023-3993,2021-05-05,VS12,GI Pipes,40.07,MT,72757.19,2021-05-08,15
PO-2023-3994,2024-01-01,VS15,MS Pipes,49.17,MT,103264.43,2024-01-08,45
PO-2023-3995,2021-05-22,VS14,CR Sheets,33.73,MT,45908.7,2021-06-06,30
PO-2023-3996,2023-06-07,VS05,Structural Steel,30.22,MT,110100.49,2023-06-19,15
PO-2023-3997,2023-09-25,VS09,CR Sheets,17.5,MT,56464.24,2023-10-02,30
PO-2023-3998,2021-08-13,VS14,Angles & Channels,20.07,MT,65272.64,2021-08-16,30
PO-2023-3999,2022-09-04,VS21,GI Pipes,23.74,MT,71545.31,2022-09-19,15
PO-2023-4000,2023-02-13,VS32,SS Sheets,49.4,MT,118026.2,2023-02-16,45
PO-2023-4001,2022-10-22,VS32,HR Coils,29.08,MT,95762.29,2022-10-30,45
PO-2023-4002,2021-04-03,VS09,GI Wire,1.05,MT,98792.03,2021-04-10,30
PO-2023-4003,2022-07-08,VS10,GI Pipes,40.27,MT,117708.52,2022-07-16,30
PO-2023-4004,2023-12-23,VS09,MS Flats,26.51,MT,90789.31,2023-12-26,30
PO-2023-4005,2023-08-18,VS13,SS Sheets,8.52,MT,62051.83,2023-08-30,30
PO-2023-4006,2023-06-21,VS30,Structural Steel,15.0,MT,77758.98,2023-06-29,45
PO-2023-4007,2023-01-19,VS08,SS Sheets,4.27,MT,112451.55,2023-02-02,21
PO-2023-4008,2022-07-02,VS34,MS Sheets,10.87,MT,82564.52,2022-07-17,21
PO-2023-4009,2021-09-22,VS21,Hex Bars,43.82,MT,97224.85,2021-10-07,15
PO-2023-4010,2022-07-21,VS07,GI Wire,8.8,MT,93502.71,2022-07-27,15
PO-2023-4011,2021-12-11,VS28,MS Pipes,37.1,MT,72044.59,2021-12-22,15
PO-2023-4012,2023-02-11,VS18,MS Sheets,23.5,MT,107898.27,2023-02-18,30
PO-2023-4013,2023-11-24,VS14,ERW Pipes,42.62,MT,78258.94,2023-12-08,30
PO-2023-4014,2021-01-06,VS25,MS Rods,9.91,MT,89276.66,2021-01-19,30
PO-2023-4015,2021-06-27,VS24,SS Pipes,49.1,MT,84722.33,2021-07-12,45
PO-2023-4016,2021-07-04,VS30,Spring Steel,25.53,MT,67117.58,2021-07-09,45
PO-2023-4017,2023-02-21,VS24,MS Flats,28.59,MT,76073.96,2023-03-04,45
PO-2023-4018,2021-02-17,VS27,Square/Rect Tubes,12.54,MT,79512.62,2021-02-22,21
PO-2023-4019,2022-03-27,VS31,ERW Pipes,23.07,MT,82694.02,2022-04-08,45
PO-2023-4020,2021-02-25,VS10,MS Sheets,12.17,MT,95948.22,2021-03-09,30
PO-2023-4021,2021-04-26,VS03,GI Wire,16.5,MT,68073.15,2021-05-11,21
PO-2023-4022,2023-07-07,VS04,Spring Steel,14.75,MT,79951.16,2023-07-17,21
PO-2023-4023,2022-10-24,VS17,SS Pipes,31.73,MT,78387.75,2022-11-03,45
PO-2023-4024,2022-10-05,VS21,GI Sheets,30.07,MT,50804.54,2022-10-16,15
PO-2023-4025,2021-03-23,VS29,GI Sheets,23.68,MT,49973.17,2021-04-04,30
PO-2023-4026,2021-05-13,VS21,Structural Steel,30.52,MT,86836.98,2021-05-20,15
PO-2023-4027,2023-01-27,VS33,MS Rods,9.21,MT,107008.07,2023-02-02,45
PO-2023-4028,2023-11-02,VS17,Spring Steel,26.07,MT,75826.87,2023-11-13,45
PO-2023-4029,2021-02-16,VS10,MS Pipes,34.58,MT,74894.53,2021-02-21,30
PO-2023-4030,2022-05-03,VS26,ERW Pipes,9.84,MT,115174.06,2022-05-18,21
PO-2023-4031,2021-02-27,VS22,SS Pipes,27.81,MT,105546.01,2021-03-03,21
PO-2023-4032,2021-11-13,VS34,MS Rods,42.52,MT,103810.35,2021-11-17,21
PO-2023-4033,2023-11-13,VS09,MS Pipes,32.79,MT,81634.07,2023-11-22,30
PO-2023-4034,2023-03-06,VS03,ERW Pipes,3.31,MT,92518.64,2023-03-12,21
PO-2023-4035,2023-09-13,VS10,Spring Steel,8.05,MT,86495.94,2023-09-19,30
PO-2023-4036,2022-04-04,VS18,Hex Bars,33.47,MT,108715.3,2022-04-17,30
PO-2023-4037,2022-09-15,VS30,GI Pipes,12.89,MT,68713.71,2022-09-24,45
PO-2023-4038,2023-10-03,VS21,Fasteners & Fittings,26.04,MT,76032.43,2023-10-14,15
PO-2023-4039,2022-04-07,VS13,MS Flats,18.36,MT,78456.83,2022-04-22,30
PO-2023-4040,2023-09-25,VS29,HR Coils,37.25,MT,102445.66,2023-10-10,30
PO-2023-4041,2022-03-23,VS07,MS Flats,17.13,MT,92409.42,2022-04-05,15
PO-2023-4042,2022-10-14,VS29,GI Pipes,18.52,MT,93278.06,2022-10-25,30
PO-2023-4043,2023-09-07,VS15,Hex Bars,14.42,MT,106662.6,2023-09-14,45
PO-2023-4044,2021-04-02,VS20,Angles & Channels,49.11,MT,85304.62,2021-04-06,21
PO-2023-4045,2021-06-06,VS20,SS Pipes,16.12,MT,81254.8,2021-06-09,21
PO-2023-4046,2021-07-29,VS10,HR Coils,48.91,MT,104495.91,2021-08-01,30
PO-2023-4047,2022-02-11,VS26,Spring Steel,49.53,MT,53537.31,2022-02-24,21
PO-2023-4048,2023-03-17,VS05,GI Pipes,29.56,MT,77843.29,2023-03-27,15
PO-2023-4049,2023-07-04,VS04,Square/Rect Tubes,12.37,MT,118014.2,2023-07-19,21
PO-2023-4050,2022-07-01,VS23,GI Wire,26.11,MT,64755.34,2022-07-11,45
PO-2023-4051,2022-08-24,VS02,HR Coils,41.15,MT,76744.38,2022-09-02,21
PO-2023-4052,2022-09-03,VS02,SS Pipes,22.17,MT,115322.38,2022-09-15,21
PO-2023-4053,2022-10-16,VS31,GI Sheets,38.16,MT,82952.39,2022-10-22,45
PO-2023-4054,2021-09-01,VS23,Structural Steel,18.94,MT,97981.39,2021-09-06,45
PO-2023-4055,2021-10-29,VS29,HR Coils,6.12,MT,74512.71,2021-11-09,30
PO-2023-4056,2022-03-03,VS03,Square/Rect Tubes,28.68,MT,53720.8,2022-03-14,21
PO-2023-4057,2023-01-25,VS20,MS Sheets,49.8,MT,62007.65,2023-01-30,21
PO-2023-4058,2022-09-07,VS06,MS Rods,42.87,MT,100229.1,2022-09-11,30
PO-2023-4059,2022-12-12,VS17,Spring Steel,13.12,MT,77464.53,2022-12-21,45
PO-2023-4060,2021-02-19,VS30,GI Sheets,15.69,MT,104603.19,2021-03-01,45
PO-2023-4061,2022-06-06,VS25,MS Sheets,36.63,MT,70903.27,2022-06-19,30
PO-2023-4062,2023-01-01,VS19,SS Pipes,46.16,MT,84790.38,2023-01-15,30
PO-2023-4063,2021-08-24,VS28,SS Pipes,22.66,MT,70250.26,2021-08-29,15
PO-2023-4064,2021-12-06,VS05,Hex Bars,33.56,MT,75336.71,2021-12-17,15
PO-2023-4065,2021-05-28,VS19,ERW Pipes,12.17,MT,106330.24,2021-06-04,30
PO-2023-4066,2023-09-10,VS25,GI Pipes,35.56,MT,64135.92,2023-09-21,30
PO-2023-4067,2022-02-21,VS32,Fasteners & Fittings,15.1,MT,100195.8,2022-02-26,45
PO-2023-4068,2021-09-14,VS26,SS Sheets,33.56,MT,119769.05,2021-09-20,21
PO-2023-4069,2021-02-28,VS10,GI Wire,48.13,MT,92581.12,2021-03-14,30
PO-2023-4070,2021-03-02,VS25,MS Sheets,6.71,MT,111801.88,2021-03-11,30
PO-2023-4071,2023-02-12,VS29,Fasteners & Fittings,7.03,MT,100969.12,2023-02-21,30
PO-2023-4072,2023-04-28,VS28,SS Pipes,1.07,MT,119803.64,2023-05-12,15
PO-2023-4073,2023-03-19,VS16,CR Sheets,9.52,MT,116259.74,2023-03-22,15
PO-2023-4074,2021-10-03,VS09,Square/Rect Tubes,34.32,MT,118413.63,2021-10-10,30
PO-2023-4075,2021-03-23,VS05,GI Sheets,36.53,MT,117896.2,2021-04-03,15
PO-2023-4076,2022-03-29,VS27,Structural Steel,18.55,MT,100527.7,2022-04-02,21
PO-2023-4077,2023-08-30,VS29,SS Pipes,17.04,MT,92674.85,2023-09-06,30
PO-2023-4078,2023-04-07,VS08,CR Sheets,15.39,MT,91258.6,2023-04-13,21
PO-2023-4079,2022-05-18,VS23,SS Pipes,23.44,MT,108859.96,2022-05-26,45
PO-2023-4080,2023-06-09,VS20,Square/Rect Tubes,43.56,MT,73267.06,2023-06-12,21
PO-2023-4081,2021-08-14,VS25,HR Coils,24.99,MT,54618.05,2021-08-20,30
PO-2023-4082,2021-05-17,VS23,MS Rods,44.79,MT,92527.93,2021-05-25,45
PO-2023-4083,2021-11-20,VS12,Structural Steel,34.58,MT,76099.07,2021-11-27,15
PO-2023-4084,2021-07-09,VS20,GI Pipes,2.29,MT,114547.05,2021-07-24,21
PO-2023-4085,2022-10-25,VS01,MS Sheets,37.4,MT,70089.19,2022-10-29,15
PO-2023-4086,2022-03-03,VS18,SS Sheets,46.34,MT,64186.35,2022-03-14,30
PO-2023-4087,2023-03-29,VS31,Square/Rect Tubes,9.85,MT,113295.37,2023-04-04,45
PO-2023-4088,2021-01-02,VS20,Structural Steel,38.0,MT,116752.66,2021-01-06,21
PO-2023-4089,2022-06-02,VS24,CR Sheets,19.52,MT,100420.28,2022-06-06,45
PO-2023-4090,2023-02-05,VS31,SS Sheets,29.43,MT,59847.98,2023-02-13,45
PO-2023-4091,2021-07-10,VS08,CR Sheets,35.14,MT,89127.02,2021-07-21,21
PO-2023-4092,2023-11-25,VS30,MS Flats,11.47,MT,55050.98,2023-12-09,45
PO-2023-4093,2021-01-17,VS19,MS Pipes,29.57,MT,69062.36,2021-01-27,30
PO-2023-4094,2023-10-12,VS28,GI Wire,5.64,MT,59573.94,2023-10-26,15
PO-2023-4095,2023-12-19,VS24,Hex Bars,3.53,MT,52492.9,2024-01-02,45
PO-2023-4096,2023-09-11,VS16,SS Pipes,16.29,MT,88672.28,2023-09-19,15
PO-2023-4097,2021-07-08,VS05,CR Sheets,12.21,MT,81103.58,2021-07-17,15
PO-2023-4098,2021-12-16,VS07,MS Pipes,24.81,MT,86137.75,2021-12-27,15
PO-2023-4099,2023-07-24,VS07,GI Pipes,31.14,MT,75404.19,2023-08-04,15
PO-2023-4100,2022-10-18,VS28,SS Sheets,7.31,MT,102073.96,2022-10-21,15
PO-2023-4101,2023-04-13,VS01,Square/Rect Tubes,43.32,MT,106647.61,2023-04-26,15
PO-2023-4102,2022-02-10,VS16,SS Pipes,19.24,MT,64745.85,2022-02-24,15
PO-2023-4103,2022-02-06,VS01,MS Rods,2.63,MT,58851.46,2022-02-09,15
PO-2023-4104,2022-01-14,VS33,GI Wire,43.84,MT,118260.51,2022-01-28,45
PO-2023-4105,2022-11-18,VS02,MS Flats,45.86,MT,55357.91,2022-11-25,21
PO-2023-4106,2021-07-15,VS07,SS Sheets,39.62,MT,47048.14,2021-07-24,15
PO-2023-4107,2023-09-11,VS03,ERW Pipes,16.44,MT,66775.38,2023-09-25,21
PO-2023-4108,2021-10-18,VS02,ERW Pipes,49.17,MT,75134.65,2021-10-24,21
