po_id,supplier_id,invoice_date,agreed_payment_days,actual_payment_date,days_late
PO-2023-3717,VS29,2023-11-29,30,2024-01-20,25
PO-2023-3718,VS30,2022-06-22,45,2022-08-13,10
PO-2023-3719,VS06,2021-11-14,30,2021-12-11,0
PO-2023-3720,VS08,2022-10-24,21,2022-11-11,0
PO-2023-3721,VS32,2023-09-20,45,2023-10-28,0
PO-2023-3722,VS14,2022-02-14,30,2022-03-13,0
PO-2023-3723,VS23,2023-06-03,45,2023-07-15,0
PO-2023-3724,VS22,2021-12-09,21,2021-12-27,0
PO-2023-3725,VS04,2022-07-21,21,2022-08-24,16
PO-2023-3726,VS34,2023-01-09,21,2023-01-23,0
PO-2023-3727,VS28,2022-10-22,15,2022-11-19,16
PO-2023-3728,VS18,2023-11-10,30,2023-12-24,17
PO-2023-3729,VS24,2021-12-14,45,2022-02-07,13
PO-2023-3730,VS24,2022-10-19,45,2022-12-17,17
PO-2023-3731,VS12,2021-11-25,15,2021-12-19,12
PO-2023-3732,VS12,2024-01-01,15,2024-01-16,3
PO-2023-3733,VS11,2023-04-14,30,2023-05-11,0
PO-2023-3734,VS12,2022-06-03,15,2022-06-12,0
PO-2023-3735,VS16,2021-12-02,15,2021-12-14,0
PO-2023-3736,VS01,2021-01-27,15,2021-02-08,0
PO-2023-3737,VS09,2021-03-26,30,2021-04-24,2
PO-2023-3738,VS24,2021-04-21,45,2021-06-13,11
PO-2023-3739,VS02,2021-03-25,21,2021-05-06,24
PO-2023-3740,VS15,2021-06-25,45,2021-08-21,15
PO-2023-3741,VS09,2022-01-02,30,2022-01-29,0
PO-2023-3742,VS25,2022-04-04,30,2022-04-28,0
PO-2023-3743,VS10,2023-12-23,30,2024-01-19,0
PO-2023-3744,VS26,2022-08-02,21,2022-08-29,9
PO-2023-3745,VS28,2023-09-01,15,2023-09-12,0
PO-2023-3746,VS01,2022-12-29,15,2023-01-28,18
PO-2023-3747,VS18,2022-02-17,30,2022-03-30,14
PO-2023-3748,VS15,2021-10-31,45,2021-12-20,8
PO-2023-3749,VS08,2023-04-24,21,2023-05-18,6
PO-2023-3750,VS06,2022-08-06,30,2022-09-02,0
PO-2023-3751,VS25,2021-07-26,30,2021-09-10,19
PO-2023-3752,VS30,2022-02-10,45,2022-03-24,0
PO-2023-3753,VS24,2023-12-11,45,2024-02-01,10
PO-2023-3754,VS28,2021-03-09,15,2021-04-12,22
PO-2023-3755,VS18,2021-04-06,30,2021-05-03,0
PO-2023-3756,VS33,2021-07-27,45,2021-09-08,1
PO-2023-3757,VS12,2022-01-25,15,2022-02-15,9
PO-2023-3758,VS15,2022-08-14,45,2022-10-05,10
PO-2023-3759,VS11,2023-10-17,30,2023-11-17,4
PO-2023-3760,VS33,2022-02-10,45,2022-03-20,0
PO-2023-3761,VS11,2021-01-26,30,2021-03-17,23
PO-2023-3762,VS25,2022-04-10,30,2022-05-19,12
PO-2023-3763,VS12,2023-08-19,15,2023-08-31,0
PO-2023-3764,VS01,2021-05-13,15,2021-06-17,23
PO-2023-3765,VS31,2022-10-06,45,2022-11-17,0
PO-2023-3766,VS21,2022-04-29,15,2022-05-09,0
PO-2023-3767,VS31,2022-03-31,45,2022-05-29,17
PO-2023-3768,VS32,2022-09-20,45,2022-11-01,0
PO-2023-3769,VS34,2023-11-04,21,2023-11-22,0
PO-2023-3770,VS06,2023-02-11,30,2023-04-03,24
PO-2023-3771,VS17,2023-05-05,45,2023-06-16,0
PO-2023-3772,VS26,2022-04-27,21,2022-05-17,2
PO-2023-3773,VS24,2021-05-21,45,2021-07-21,19
PO-2023-3774,VS03,2023-11-29,21,2023-12-27,10
PO-2023-3775,VS08,2021-12-11,21,2021-12-27,0
PO-2023-3776,VS25,2023-07-23,30,2023-08-29,10
PO-2023-3777,VS03,2023-05-31,21,2023-06-18,0
PO-2023-3778,VS18,2023-07-02,30,2023-07-28,0
PO-2023-3779,VS31,2023-03-26,45,2023-05-31,24
PO-2023-3780,VS08,2023-08-26,21,2023-09-13,0
PO-2023-3781,VS27,2023-05-15,21,2023-06-02,0
PO-2023-3782,VS02,2021-06-19,21,2021-07-07,0
PO-2023-3783,VS14,2022-11-08,30,2022-12-09,4
PO-2023-3784,VS25,2021-04-09,30,2021-05-23,17
PO-2023-3785,VS11,2022-09-19,30,2022-11-06,21
PO-2023-3786,VS26,2023-09-17,21,2023-10-29,24
PO-2023-3787,VS02,2022-10-26,21,2022-11-13,0
PO-2023-3788,VS04,2023-07-25,21,2023-08-23,11
PO-2023-3789,VS26,2021-06-12,21,2021-07-23,23
PO-2023-3790,VS05,2021-05-09,15,2021-05-30,9
PO-2023-3791,VS31,2021-02-03,45,2021-03-28,11
PO-2023-3792,VS06,2023-11-12,30,2023-12-15,6
PO-2023-3793,VS27,2021-11-15,21,2021-12-18,15
PO-2023-3794,VS30,2022-04-26,45,2022-06-17,10
PO-2023-3795,VS28,2024-01-02,15,2024-02-06,23
PO-2023-3796,VS11,2022-08-24,30,2022-10-07,17
PO-2023-3797,VS06,2022-04-29,30,2022-05-23,0
PO-2023-3798,VS08,2021-02-12,21,2021-03-02,0
PO-2023-3799,VS02,2023-07-13,21,2023-07-28,0
PO-2023-3800,VS13,2023-06-22,30,2023-08-13,25
PO-2023-3801,VS18,2021-12-02,30,2022-01-02,4
PO-2023-3802,VS16,2022-07-27,15,2022-08-23,15
PO-2023-3803,VS30,2021-06-07,45,2021-07-15,0
PO-2023-3804,VS25,2023-03-06,30,2023-04-15,13
PO-2023-3805,VS04,2023-12-20,21,2024-02-01,25
PO-2023-3806,VS33,2021-10-21,45,2021-12-02,0
PO-2023-3807,VS08,2021-04-08,21,2021-04-26,0
PO-2023-3808,VS20,2023-04-28,21,2023-06-05,20
PO-2023-3809,VS03,2023-11-20,21,2023-12-03,0
PO-2023-3810,VS11,2023-07-23,30,2023-09-03,15
PO-2023-3811,VS19,2021-12-26,30,2022-02-09,18
PO-2023-3812,VS30,2021-02-12,45,2021-04-19,24
PO-2023-3813,VS30,2022-01-15,45,2022-02-26,0
PO-2023-3814,VS08,2023-05-20,21,2023-06-07,0
PO-2023-3815,VS26,2023-04-15,21,2023-05-14,11
PO-2023-3816,VS16,2021-02-07,15,2021-02-26,7
PO-2023-3817,VS27,2021-12-28,21,2022-01-23,8
PO-2023-3818,VS14,2022-07-09,30,2022-08-21,16
PO-2023-3819,VS17,2022-01-15,45,2022-03-11,13
PO-2023-3820,VS06,2021-01-16,30,2021-02-11,0
PO-2023-3821,VS20,2021-10-23,21,2021-11-10,0
PO-2023-3822,VS06,2021-02-11,30,2021-03-10,0
PO-2023-3823,VS12,2021-01-22,15,2021-02-28,25
PO-2023-3824,VS16,2021-05-04,15,2021-05-12,0
PO-2023-3825,VS16,2022-08-28,15,2022-09-05,0
PO-2023-3826,VS03,2022-09-27,21,2022-11-08,24
PO-2023-3827,VS33,2022-06-11,45,2022-07-23,0
PO-2023-3828,VS18,2023-01-26,30,2023-02-22,0
PO-2023-3829,VS33,2022-07-15,45,2022-08-26,0
PO-2023-3830,VS32,2023-07-18,45,2023-08-29,0
PO-2023-3831,VS27,2023-04-03,21,2023-04-29,8
PO-2023-3832,VS03,2023-05-30,21,2023-06-15,0
PO-2023-3833,VS27,2023-12-23,21,2024-01-12,2
PO-2023-3834,VS32,2022-10-01,45,2022-11-12,0
PO-2023-3835,VS34,2022-01-19,21,2022-02-06,0
PO-2023-3836,VS01,2021-09-24,15,2021-10-20,14
PO-2023-3837,VS12,2023-04-19,15,2023-05-09,8
PO-2023-3838,VS16,2021-11-16,15,2021-11-28,0
PO-2023-3839,VS33,2023-04-02,45,2023-05-29,15
PO-2023-3840,VS28,2023-02-05,15,2023-02-25,8
PO-2023-3841,VS04,2021-12-23,21,2022-01-07,0
PO-2023-3842,VS07,2022-05-24,15,2022-06-17,12
PO-2023-3843,VS10,2021-06-26,30,2021-07-23,0
PO-2023-3844,VS20,2022-08-20,21,2022-09-22,15
PO-2023-3845,VS10,2023-03-31,30,2023-04-27,0
PO-2023-3846,VS03,2022-04-13,21,2022-05-14,13
PO-2023-3847,VS08,2022-09-11,21,2022-10-03,4
PO-2023-3848,VS10,2022-10-24,30,2022-11-21,1
PO-2023-3849,VS21,2023-06-13,15,2023-07-03,8
PO-2023-3850,VS19,2021-10-08,30,2021-11-11,7
PO-2023-3851,VS04,2021-11-09,21,2021-11-27,0
PO-2023-3852,VS32,2021-03-08,45,2021-05-02,13
PO-2023-3853,VS26,2022-06-22,21,2022-07-20,10
PO-2023-3854,VS24,2021-03-14,45,2021-04-23,0
PO-2023-3855,VS24,2023-09-01,45,2023-11-07,25
PO-2023-3856,VS27,2023-04-20,21,2023-05-13,5
PO-2023-3857,VS10,2023-09-14,30,2023-10-16,5
PO-2023-3858,VS32,2022-09-25,45,2022-11-03,0
PO-2023-3859,VS13,2021-06-01,30,2021-07-16,18
PO-2023-3860,VS01,2021-07-21,15,2021-08-02,0
PO-2023-3861,VS05,2021-12-17,15,2022-01-04,6
PO-2023-3862,VS06,2023-05-12,30,2023-07-02,24
PO-2023-3863,VS13,2021-05-29,30,2021-07-06,11
PO-2023-3864,VS20,2022-01-27,21,2022-03-02,16
PO-2023-3865,VS29,2022-07-21,30,2022-08-29,12
PO-2023-3866,VS28,2023-10-11,15,2023-11-07,15
PO-2023-3867,VS15,2021-09-24,45,2021-11-18,13
PO-2023-3868,VS27,2023-08-25,21,2023-09-18,6
PO-2023-3869,VS03,2023-08-27,21,2023-09-14,0
PO-2023-3870,VS16,2023-09-20,15,2023-10-02,0
PO-2023-3871,VS23,2022-07-06,45,2022-09-10,24
PO-2023-3872,VS23,2021-06-03,45,2021-07-15,0
PO-2023-3873,VS07,2021-06-14,15,2021-07-01,5
PO-2023-3874,VS24,2023-03-18,45,2023-04-25,0
PO-2023-3875,VS32,2021-04-10,45,2021-06-10,19
PO-2023-3876,VS01,2022-05-22,15,2022-06-03,0
PO-2023-3877,VS02,2022-07-23,21,2022-08-10,0
PO-2023-3878,VS12,2021-11-06,15,2021-11-18,0
PO-2023-3879,VS26,2023-02-26,21,2023-03-12,0
PO-2023-3880,VS33,2022-05-07,45,2022-06-18,0
PO-2023-3881,VS02,2022-07-28,21,2022-08-15,0
PO-2023-3882,VS11,2022-10-24,30,2022-12-10,20
PO-2023-3883,VS14,2023-06-18,30,2023-07-17,2
PO-2023-3884,VS13,2021-10-01,30,2021-10-28,0
PO-2023-3885,VS17,2022-09-10,45,2022-10-22,0
PO-2023-3886,VS32,2023-06-07,45,2023-07-18,0
PO-2023-3887,VS03,2023-09-20,21,2023-10-12,4
PO-2023-3888,VS19,2021-07-12,30,2021-08-17,9
PO-2023-3889,VS25,2023-03-13,30,2023-04-09,0
PO-2023-3890,VS04,2022-11-28,21,2023-01-08,23
PO-2023-3891,VS08,2021-09-05,21,2021-10-14,21
PO-2023-3892,VS10,2021-11-25,30,2022-01-13,22
PO-2023-3893,VS31,2021-01-18,45,2021-03-01,0
PO-2023-3894,VS31,2022-09-02,45,2022-11-06,23
PO-2023-3895,VS13,2021-10-12,30,2021-11-30,22
PO-2023-3896,VS22,2021-06-03,21,2021-07-12,21
PO-2023-3897,VS25,2023-09-26,30,2023-11-17,25
PO-2023-3898,VS25,2022-11-04,30,2022-12-01,0
PO-2023-3899,VS05,2023-03-02,15,2023-03-14,0
PO-2023-3900,VS01,2023-07-11,15,2023-08-06,14
PO-2023-3901,VS04,2022-11-12,21,2022-11-30,0
PO-2023-3902,VS01,2023-06-11,15,2023-06-23,0
PO-2023-3903,VS28,2021-07-02,15,2021-07-14,0
PO-2023-3904,VS01,2021-09-08,15,2021-09-20,0
PO-2023-3905,VS16,2021-05-04,15,2021-05-28,12
PO-2023-3906,VS22,2022-06-25,21,2022-07-10,0
PO-2023-3907,VS30,2023-02-02,45,2023-04-08,23
PO-2023-3908,VS26,2022-01-21,21,2022-02-08,0
PO-2023-3909,VS09,2021-04-02,30,2021-05-04,5
PO-2023-3910,VS21,2022-08-31,15,2022-09-30,18
PO-2023-3911,VS03,2021-10-11,21,2021-11-14,16
PO-2023-3912,VS19,2022-08-03,30,2022-09-01,2
PO-2023-3913,VS08,2021-02-06,21,2021-02-24,0
PO-2023-3914,VS14,2023-12-24,30,2024-01-20,0
PO-2023-3915,VS26,2022-11-11,21,2022-12-15,16
PO-2023-3916,VS10,2023-02-02,30,2023-03-25,24
PO-2023-3917,VS25,2023-04-18,30,2023-05-15,0
PO-2023-3918,VS09,2023-05-14,30,2023-06-07,0
PO-2023-3919,VS29,2022-09-02,30,2022-10-07,8
PO-2023-3920,VS09,2021-02-05,30,2021-03-19,15
PO-2023-3921,VS24,2023-11-02,45,2023-12-28,14
PO-2023-3922,VS05,2021-01-12,15,2021-01-24,0
PO-2023-3923,VS32,2023-05-20,45,2023-07-04,3
PO-2023-3924,VS04,2023-06-24,21,2023-07-08,0
PO-2023-3925,VS16,2022-03-08,15,2022-03-25,5
PO-2023-3926,VS17,2023-02-11,45,2023-04-06,12
PO-2023-3927,VS04,2023-08-19,21,2023-09-14,8
PO-2023-3928,VS34,2021-06-16,21,2021-07-12,8
PO-2023-3929,VS14,2023-04-12,30,2023-05-09,0
PO-2023-3930,VS13,2022-04-30,30,2022-06-18,22
PO-2023-3931,VS26,2023-08-04,21,2023-08-22,0
PO-2023-3932,VS12,2021-04-14,15,2021-05-13,17
PO-2023-3933,VS17,2021-07-04,45,2021-08-24,9
PO-2023-3934,VS11,2022-01-19,30,2022-02-15,0
PO-2023-3935,VS13,2022-03-24,30,2022-04-29,9
PO-2023-3936,VS09,2022-03-15,30,2022-04-11,0
PO-2023-3937,VS03,2022-06-18,21,2022-07-06,0
PO-2023-3938,VS11,2022-05-10,30,2022-07-01,25
PO-2023-3939,VS12,2023-02-13,15,2023-02-25,0
PO-2023-3940,VS15,2021-11-26,45,2022-01-29,22
PO-2023-3941,VS16,2021-10-10,15,2021-10-19,0
PO-2023-3942,VS05,2021-01-04,15,2021-02-03,18
PO-2023-3943,VS34,2021-12-28,21,2022-01-10,0
PO-2023-3944,VS05,2023-10-14,15,2023-11-14,19
PO-2023-3945,VS22,2023-09-20,21,2023-10-23,15
PO-2023-3946,VS09,2022-12-05,30,2023-01-01,0
PO-2023-3947,VS05,2023-06-16,15,2023-06-28,0
PO-2023-3948,VS26,2021-01-11,21,2021-02-11,13
PO-2023-3949,VS28,2022-01-16,15,2022-02-16,19
PO-2023-3950,VS14,2023-08-18,30,2023-09-14,0
PO-2023-3951,VS03,2023-11-06,21,2023-11-24,0
PO-2023-3952,VS29,2021-03-02,30,2021-04-07,9
PO-2023-3953,VS03,2023-02-18,21,2023-03-30,22
PO-2023-3954,VS09,2022-09-19,30,2022-10-16,0
PO-2023-3955,VS20,2023-08-30,21,2023-09-17,0
PO-2023-3956,VS31,2023-06-12,45,2023-07-19,0
PO-2023-3957,VS24,2021-10-13,45,2021-11-24,0
PO-2023-3958,VS03,2021-02-01,21,2021-03-02,11
PO-2023-3959,VS26,2023-01-04,21,2023-01-18,0
PO-2023-3960,VS18,2023-07-10,30,2023-08-26,20
PO-2023-3961,VS34,2021-08-05,21,2021-08-31,8
PO-2023-3962,VS18,2023-09-23,30,2023-10-25,5
PO-2023-3963,VS03,2023-05-29,21,2023-06-20,4
PO-2023-3964,VS10,2022-03-05,30,2022-03-29,0
PO-2023-3965,VS09,2021-09-22,30,2021-11-10,22
PO-2023-3966,VS09,2021-07-30,30,2021-09-07,12
PO-2023-3967,VS05,2024-01-01,15,2024-02-03,21
PO-2023-3968,VS17,2022-04-15,45,2022-06-10,14
PO-2023-3969,VS28,2023-07-15,15,2023-08-06,10
PO-2023-3970,VS20,2023-12-27,21,2024-01-28,14
PO-2023-3971,VS22,2021-11-30,21,2022-01-04,17
PO-2023-3972,VS05,2023-10-07,15,2023-10-19,0
PO-2023-3973,VS29,2022-02-27,30,2022-03-26,0
PO-2023-3974,VS19,2022-11-10,30,2022-12-07,0
PO-2023-3975,VS13,2021-06-10,30,2021-07-29,22
PO-2023-3976,VS18,2023-08-19,30,2023-09-26,11
PO-2023-3977,VS29,2023-05-31,30,2023-07-12,15
PO-2023-3978,VS01,2022-05-13,15,2022-06-04,10
PO-2023-3979,VS04,2021-04-17,21,2021-05-23,18
PO-2023-3980,VS07,2021-01-19,15,2021-02-12,12
PO-2023-3981,VS33,2023-07-13,45,2023-09-15,22
PO-2023-3982,VS26,2023-12-10,21,2023-12-28,0
PO-2023-3983,VS07,2022-12-26,15,2023-01-24,17
PO-2023-3984,VS04,2021-01-18,21,2021-02-28,23
PO-2023-3985,VS34,2023-05-03,21,2023-05-16,0
PO-2023-3986,VS25,2023-05-03,30,2023-06-02,3
PO-2023-3987,VS20,2022-06-13,21,2022-07-09,8
PO-2023-3988,VS19,2023-08-29,30,2023-09-25,0
PO-2023-3989,VS34,2022-02-20,21,2022-03-10,0
PO-2023-3990,VS15,2023-11-19,45,2024-01-02,2
PO-2023-3991,VS29,2021-05-14,30,2021-06-10,0
PO-2023-3992,VS18,2022-09-06,30,2022-10-03,0
PO-2023-3993,VS12,2021-05-08,15,2021-05-26,6
PO-2023-3994,VS15,2024-01-04,45,2024-02-15,0
PO-2023-3995,VS14,2021-05-25,30,2021-06-21,0
PO-2023-3996,VS05,2023-06-10,15,2023-06-22,0
PO-2023-3997,VS09,2023-09-28,30,2023-11-13,19
PO-2023-3998,VS14,2021-08-16,30,2021-09-12,0
PO-2023-3999,VS21,2022-09-07,15,2022-10-07,18
PO-2023-4000,VS32,2023-02-16,45,2023-04-12,13
PO-2023-4001,VS32,2022-10-25,45,2022-12-06,0
PO-2023-4002,VS09,2021-04-06,30,2021-05-09,6
PO-2023-4003,VS10,2022-07-11,30,2022-08-22,15
PO-2023-4004,VS09,2023-12-26,30,2024-01-24,2
PO-2023-4005,VS13,2023-08-21,30,2023-09-17,0
PO-2023-4006,VS30,2023-06-24,45,2023-08-04,0
PO-2023-4007,VS08,2023-01-22,21,2023-02-17,8
PO-2023-4008,VS34,2022-07-05,21,2022-07-22,0
PO-2023-4009,VS21,2021-09-25,15,2021-10-10,3
PO-2023-4010,VS07,2022-07-24,15,2022-08-13,8
PO-2023-4011,VS28,2021-12-14,15,2021-12-26,0
PO-2023-4012,VS18,2023-02-14,30,2023-03-12,0
PO-2023-4013,VS14,2023-11-27,30,2024-01-18,25
PO-2023-4014,VS25,2021-01-09,30,2021-02-15,10
PO-2023-4015,VS24,2021-06-30,45,2021-08-07,0
PO-2023-4016,VS30,2021-07-07,45,2021-08-18,0
PO-2023-4017,VS24,2023-02-24,45,2023-04-07,0
PO-2023-4018,VS27,2021-02-20,21,2021-04-01,22
PO-2023-4019,VS31,2022-03-30,45,2022-05-27,16
PO-2023-4020,VS10,2021-02-28,30,2021-03-30,3
PO-2023-4021,VS03,2021-04-29,21,2021-05-17,0
PO-2023-4022,VS04,2023-07-10,21,2023-08-10,13
PO-2023-4023,VS17,2022-10-27,45,2022-12-08,0
PO-2023-4024,VS21,2022-10-08,15,2022-10-27,7
PO-2023-4025,VS29,2021-03-26,30,2021-05-06,14
PO-2023-4026,VS21,2021-05-16,15,2021-05-28,0
PO-2023-4027,VS33,2023-01-30,45,2023-04-02,20
PO-2023-4028,VS17,2023-11-05,45,2023-12-19,2
PO-2023-4029,VS10,2021-02-19,30,2021-04-01,14
PO-2023-4030,VS26,2022-05-06,21,2022-05-26,2
PO-2023-4031,VS22,2021-03-02,21,2021-04-07,18
PO-2023-4032,VS34,2021-11-16,21,2021-12-04,0
PO-2023-4033,VS09,2023-11-16,30,2023-12-21,8
PO-2023-4034,VS03,2023-03-09,21,2023-03-28,1
PO-2023-4035,VS10,2023-09-16,30,2023-11-02,20
PO-2023-4036,VS18,2022-04-07,30,2022-05-17,13
PO-2023-4037,VS30,2022-09-18,45,2022-10-29,0
PO-2023-4038,VS21,2023-10-06,15,2023-10-16,0
PO-2023-4039,VS13,2022-04-10,30,2022-05-08,1
PO-2023-4040,VS29,2023-09-28,30,2023-11-12,18
PO-2023-4041,VS07,2022-03-26,15,2022-04-19,12
PO-2023-4042,VS29,2022-10-17,30,2022-11-13,0
PO-2023-4043,VS15,2023-09-10,45,2023-10-28,6
PO-2023-4044,VS20,2021-04-05,21,2021-04-23,0
PO-2023-4045,VS20,2021-06-09,21,2021-06-27,0
PO-2023-4046,VS10,2021-08-01,30,2021-09-07,10
PO-2023-4047,VS26,2022-02-14,21,2022-03-19,15
PO-2023-4048,VS05,2023-03-20,15,2023-04-18,17
PO-2023-4049,VS04,2023-07-07,21,2023-07-27,2
PO-2023-4050,VS23,2022-07-04,45,2022-08-25,10
PO-2023-4051,VS02,2022-08-27,21,2022-09-14,0
PO-2023-4052,VS02,2022-09-06,21,2022-09-23,0
PO-2023-4053,VS31,2022-10-19,45,2022-11-30,0
PO-2023-4054,VS23,2021-09-04,45,2021-10-11,0
PO-2023-4055,VS29,2021-11-01,30,2021-12-09,11
PO-2023-4056,VS03,2022-03-06,21,2022-03-24,0
PO-2023-4057,VS20,2023-01-28,21,2023-02-22,7
PO-2023-4058,VS06,2022-09-10,30,2022-10-07,0
PO-2023-4059,VS17,2022-12-15,45,2023-01-26,0
PO-2023-4060,VS30,2021-02-22,45,2021-04-05,0
PO-2023-4061,VS25,2022-06-09,30,2022-07-06,0
PO-2023-4062,VS19,2023-01-04,30,2023-02-21,21
PO-2023-4063,VS28,2021-08-27,15,2021-09-26,18
PO-2023-4064,VS05,2021-12-09,15,2022-01-02,12
PO-2023-4065,VS19,2021-05-31,30,2021-06-26,0
PO-2023-4066,VS25,2023-09-13,30,2023-10-09,0
PO-2023-4067,VS32,2022-02-24,45,2022-04-22,15
PO-2023-4068,VS26,2021-09-17,21,2021-10-17,12
PO-2023-4069,VS10,2021-03-03,30,2021-03-30,0
PO-2023-4070,VS25,2021-03-05,30,2021-04-01,0
PO-2023-4071,VS29,2023-02-15,30,2023-03-23,9
PO-2023-4072,VS28,2023-05-01,15,2023-05-22,9
PO-2023-4073,VS16,2023-03-22,15,2023-04-15,12
PO-2023-4074,VS09,2021-10-06,30,2021-11-27,25
PO-2023-4075,VS05,2021-03-26,15,2021-04-24,17
PO-2023-4076,VS27,2022-04-01,21,2022-04-19,0
PO-2023-4077,VS29,2023-09-02,30,2023-09-26,0
PO-2023-4078,VS08,2023-04-10,21,2023-04-25,0
PO-2023-4079,VS23,2022-05-21,45,2022-06-28,0
PO-2023-4080,VS20,2023-06-12,21,2023-07-13,13
PO-2023-4081,VS25,2021-08-17,30,2021-10-07,24
PO-2023-4082,VS23,2021-05-20,45,2021-07-26,25
PO-2023-4083,VS12,2021-11-23,15,2021-12-28,23
PO-2023-4084,VS20,2021-07-12,21,2021-07-31,1
PO-2023-4085,VS01,2022-10-28,15,2022-11-09,0
PO-2023-4086,VS18,2022-03-06,30,2022-04-02,0
PO-2023-4087,VS31,2023-04-01,45,2023-05-09,0
PO-2023-4088,VS20,2021-01-05,21,2021-01-23,0
PO-2023-4089,VS24,2022-06-05,45,2022-07-16,0
PO-2023-4090,VS31,2023-02-08,45,2023-03-18,0
PO-2023-4091,VS08,2021-07-13,21,2021-08-02,2
PO-2023-4092,VS30,2023-11-28,45,2024-01-09,0
PO-2023-4093,VS19,2021-01-20,30,2021-03-05,17
PO-2023-4094,VS28,2023-10-15,15,2023-10-28,1
PO-2023-4095,VS24,2023-12-22,45,2024-01-31,0
PO-2023-4096,VS16,2023-09-14,15,2023-09-29,3
PO-2023-4097,VS05,2021-07-11,15,2021-07-21,0
PO-2023-4098,VS07,2021-12-19,15,2022-01-21,21
PO-2023-4099,VS07,2023-07-27,15,2023-08-15,7
PO-2023-4100,VS28,2022-10-21,15,2022-11-02,0
PO-2023-4101,VS01,2023-04-16,15,2023-04-28,0
PO-2023-4102,VS16,2022-02-13,15,2022-03-04,7
PO-2023-4103,VS01,2022-02-09,15,2022-02-21,0
PO-2023-4104,VS33,2022-01-17,45,2022-03-10,10
PO-2023-4105,VS02,2022-11-21,21,2022-12-09,0
PO-2023-4106,VS07,2021-07-18,15,2021-08-21,22
PO-2023-4107,VS03,2023-09-14,21,2023-10-02,0
PO-2023-4108,VS02,2021-10-21,21,2021-11-18,10
PO-2023-4109,VS34,2022-03-01,21,2022-04-08,20
PO-2023-4110,VS03,2021-03-21,21,2021-04-25,17
PO-2023-4111,VS12,2022-01-16,15,2022-01-24,0
PO-2023-4112,VS03,2021-07-18,21,2021-08-05,0
PO-2023-4113,VS14,2022-09-24,30,2022-10-21,0
PO-2023-4114,VS24,2021-12-26,45,2022-02-23,17
PO-2023-4115,VS11,2022-03-19,30,2022-04-15,0
PO-2023-4116,VS22,2022-08-07,21,2022-08-25,0
PO-2023-4117,VS20,2022-09-07,21,2022-10-12,17
PO-2023-4118,VS28,2023-11-18,15,2023-12-19,19
PO-2023-4119,VS16,2023-01-04,15,2023-01-11,0
PO-2023-4120,VS18,2022-05-15,30,2022-06-11,0
PO-2023-4121,VS15,2023-08-28,45,2023-10-22,13
PO-2023-4122,VS25,2022-01-02,30,2022-02-06,8
PO-2023-4123,VS32,2022-07-05,45,2022-09-01,16
PO-2023-4124,VS04,2023-11-16,21,2023-12-17,13
PO-2023-4125,VS15,2023-01-30,45,2023-03-13,0
PO-2023-4126,VS19,2021-11-26,30,2021-12-26,3
PO-2023-4127,VS28,2023-03-21,15,2023-04-25,23
PO-2023-4128,VS09,2023-04-19,30,2023-06-02,17
PO-2023-4129,VS13,2022-08-20,30,2022-09-16,0
PO-2023-4130,VS22,2021-08-03,21,2021-09-12,22
PO-2023-4131,VS13,2023-05-10,30,2023-06-06,0
PO-2023-4132,VS27,2022-08-13,21,2022-08-31,0
PO-2023-4133,VS27,2021-02-26,21,2021-03-25,9
PO-2023-4134,VS16,2023-08-25,15,2023-09-12,6
PO-2023-4135,VS15,2022-12-30,45,2023-02-20,10
PO-2023-4136,VS13,2023-11-25,30,2023-12-24,2
PO-2023-4137,VS31,2022-03-06,45,2022-05-12,25
PO-2023-4138,VS07,2021-01-12,15,2021-01-26,2
PO-2023-4139,VS09,2021-02-12,30,2021-04-01,21
PO-2023-4140,VS08,2021-09-30,21,2021-10-18,0
PO-2023-4141,VS29,2022-09-05,30,2022-09-30,0
PO-2023-4142,VS25,2021-12-06,30,2022-01-12,10
PO-2023-4143,VS30,2021-08-14,45,2021-10-19,24
PO-2023-4144,VS01,2022-09-11,15,2022-10-08,15
PO-2023-4145,VS08,2021-06-16,21,2021-07-03,0
PO-2023-4146,VS30,2022-08-25,45,2022-10-06,0
PO-2023-4147,VS27,2021-02-25,21,2021-03-15,0
PO-2023-4148,VS03,2021-08-19,21,2021-09-28,22
PO-2023-4149,VS08,2021-03-01,21,2021-04-06,18
PO-2023-4150,VS03,2022-07-15,21,2022-08-21,19
PO-2023-4151,VS31,2022-03-21,45,2022-05-26,24
PO-2023-4152,VS07,2022-07-18,15,2022-07-30,0
PO-2023-4153,VS06,2022-07-01,30,2022-07-23,0
PO-2023-4154,VS03,2022-03-23,21,2022-04-10,0
PO-2023-4155,VS26,2021-08-04,21,2021-08-22,0
PO-2023-4156,VS02,2021-06-23,21,2021-07-17,6
PO-2023-4157,VS10,2021-03-24,30,2021-05-12,22
PO-2023-4158,VS26,2021-09-04,21,2021-10-13,21
PO-2023-4159,VS16,2021-03-26,15,2021-04-29,22
PO-2023-4160,VS17,2022-02-18,45,2022-04-15,14
PO-2023-4161,VS10,2022-06-22,30,2022-08-11,23
PO-2023-4162,VS31,2021-05-09,45,2021-07-07,17
PO-2023-4163,VS14,2021-07-27,30,2021-09-14,22
PO-2023-4164,VS07,2023-09-15,15,2023-09-23,0
PO-2023-4165,VS20,2021-07-23,21,2021-08-08,0
PO-2023-4166,VS11,2021-01-12,30,2021-02-08,0
